EB_T (K),EB_((m0-m)/(m0-mf))
331.8115667,0.038497925
331.9726667,0.03884411
332.1395667,0.039189754
332.2920667,0.03953648
332.462,0.039882124
332.6288333,0.040229932
332.7863333,0.040575576
332.9498333,0.040920138
333.1134333,0.0412647
333.2697,0.041608721
333.4404667,0.041952202
333.5991333,0.0422946
333.7591667,0.04263754
333.9228667,0.042980479
334.0876667,0.043321796
334.2547333,0.04366203
334.4025667,0.044001184
334.5653667,0.044339255
334.7301,0.044676785
334.9008667,0.045014856
335.0642667,0.045352386
335.2266,0.045689376
335.3915667,0.046022579
335.5514667,0.046355241
335.7171,0.046688444
335.8816333,0.047020565
336.0380333,0.047350522
336.2064333,0.047683185
336.3709667,0.048014224
336.5294667,0.048344181
336.6919,0.048673057
336.8548667,0.048998687
337.0229,0.049323776
337.1836667,0.049648866
337.3507667,0.049968005
337.5172667,0.050289849
337.6822333,0.05061007
337.8413667,0.050930291
338.0098333,0.051251594
338.1714333,0.051570733
338.3358333,0.05188879
338.4942,0.052204684
338.6617,0.052516791
338.8283333,0.052828899
338.9973,0.053140465
339.1556,0.053452572
339.3254333,0.053759812
339.4906333,0.054068132
339.6492,0.05437429
339.8191333,0.054679906
339.9870667,0.054982818
340.1455333,0.055283566
340.312,0.055584855
340.4812,0.055884521
340.6406667,0.056177156
340.8162,0.056473036
340.9774667,0.056767834
341.1421,0.057062632
341.3065,0.057354725
341.4670333,0.057646819
341.6350333,0.057936208
341.8086333,0.058225056
341.9758667,0.058507954
342.1365,0.058787606
342.3025333,0.059066718
342.4750333,0.059344748
342.6403,0.059622777
342.8038667,0.059900266
342.9751667,0.060178296
343.1402,0.060454703
343.3033667,0.060730569
343.4747667,0.061004813
343.6394333,0.06127581
343.8099,0.061545186
343.9746333,0.061805365
344.1384667,0.062064463
344.3034667,0.06232302
344.4733333,0.062581036
344.6382,0.062835806
344.8058,0.063086249
344.9726667,0.063338315
345.143,0.063590381
345.3081667,0.063841365
345.4829,0.064090185
345.6489667,0.064337924
345.8130667,0.064584581
345.9855,0.064830156
346.1482,0.065073026
346.3187,0.065316978
346.4743667,0.065558226
346.65,0.065799473
346.8251667,0.066035312
346.9869,0.066270069
347.1575333,0.066501039
347.3282667,0.066731468
347.5048667,0.066954866
347.6629667,0.067180968
347.8349,0.067405447
347.9930333,0.067628844
348.1616333,0.067848455
348.3258667,0.068067526
