307.9519,-0.000124893
303.2993,0
306.1201667,-0.000542685
304.3944667,-0.000528462
308.1365667,-6.93357E-05
303.3021333,-4.44459E-07
306.3010333,-0.000519129
304.566,-0.000576908
308.3243,-7.55581E-06
308.5107,5.5113E-05
303.3382333,-2.00007E-05
306.4860333,-0.000491572
304.7215667,-0.000592909
306.6645667,-0.000461349
304.8927333,-0.000610243
308.6893333,0.000120449
303.4341333,-4.97795E-05
308.8836333,0.000187562
303.5501,-0.000118226
306.8582,-0.00041557
305.0578,-0.000621799
309.0635,0.000265787
309.7957,0.000559574
303.6728667,-0.000179562
307.0370667,-0.000372013
309.2496667,0.000338678
305.2323333,-0.00062891
309.9829,0.000634244
303.8046667,-0.000244897
305.4055667,-0.000603576
309.4226667,0.000411569
307.2204333,-0.000328011
310.1681667,0.000712913
310.3546,0.000792916
307.4080667,-0.000283565
309.6082,0.000484905
305.5904667,-0.000591576
303.9337,-0.000312899
310.5381,0.000879141
307.5927333,-0.000229341
310.7270333,0.00096581
304.0874333,-0.000403569
305.7638333,-0.000579575
310.9108333,0.001053813
304.2328667,-0.00047246
305.9392,-0.000565797
307.7669,-0.000178673
311.0918333,0.001144039
311.2766333,0.001246264
311.4698667,0.001343156
311.6552,0.00143916
311.8377333,0.001537385
312.0243667,0.001640055
312.2058,0.001741392
312.3880333,0.001842729
312.5791667,0.001944955
312.7649667,0.002046291
312.9506667,0.002147184
313.1353667,0.00224852
313.3195667,0.002349857
313.5092,0.002451194
313.6920333,0.002559642
313.8832667,0.002670312
314.0599667,0.002782316
314.2410333,0.00290232
314.4275333,0.003022324
314.6038,0.003142328
314.7912,0.003262777
314.9727667,0.003388559
315.1504,0.003514341
315.3284667,0.003640567
315.5094333,0.003768127
315.6848333,0.003897465
315.8610667,0.004032581
316.0525667,0.004166807
316.2280667,0.004300145
316.4043333,0.004437928
316.5856667,0.004577043
316.7621667,0.004717048
316.9394333,0.004857497
317.1127667,0.005001947
317.2833333,0.005147729
317.4577,0.005293512
317.6343,0.005439295
317.8055,0.005587744
317.9873667,0.005737527
318.1524667,0.005886866
318.319,0.006036204
318.4960667,0.006185098
318.6677,0.006338436
318.836,0.006492664
319.0098,0.006646447
319.1868333,0.006799341
319.3534,0.006953124
319.5231,0.007104684
319.692,0.00725669
319.8613667,0.007407806
320.0311667,0.0075607
320.1975,0.007718038
320.3682,0.007879822
320.5417667,0.008043383
320.7056333,0.0082145
320.8697667,0.008380728
321.0387333,0.008545622
321.2030667,0.008710072
321.3683667,0.0088723
321.5363667,0.00903675
321.7014667,0.009202089
321.8621667,0.009367872
322.0358333,0.009537655
322.1872,0.009708328
322.3572,0.009880778
322.5185,0.010052784
322.6869667,0.010228345
322.8485667,0.010400351
323.0094333,0.010571468
323.1686667,0.010743918
323.3347,0.010915035
323.5007,0.011089263
323.6676,0.011266158
323.8342667,0.011442609
323.9965,0.011624837
324.1525333,0.011802176
324.3145667,0.011979516
324.4722,0.012156411
324.6346333,0.012332417
324.7914333,0.0125102
324.9614667,0.012688873
325.1200333,0.012868879
325.2902,0.01305333
325.4483,0.013237336
325.6099333,0.013421342
325.7677333,0.013604904
325.9244,0.013788466
326.0892667,0.01397425
326.2540333,0.014156923
326.4173667,0.014337818
326.5727667,0.014516046
326.7366,0.014695163
326.8976667,0.014874725
327.0477,0.015056064
327.2089667,0.015238737
327.3752333,0.015422743
327.5373667,0.015607194
327.6961667,0.015791645
327.8562667,0.015973873
328.0102,0.016158768
328.1684667,0.016340996
328.3254333,0.016522336
328.4898667,0.016703675
328.6513333,0.016885015
328.81,0.017068132
328.9767,0.017252583
329.1366,0.017438811
329.2982667,0.01762504
329.4564333,0.017810824
329.6214667,0.017997052
329.7790333,0.018183725
329.9336,0.018369954
330.0940333,0.018556182
330.2593,0.018741522
330.4204667,0.018926862
330.5855667,0.019111757
330.7401333,0.019297096
330.8968333,0.01948288
331.0561333,0.019669109
331.2152,0.019855782
