EM_T (K),EM_((m0-m)/(m0-mf))
505.0466667,0.08102264
505.2146667,0.081139826
505.3806667,0.081255943
505.5543333,0.081370989
505.7213333,0.081486036
505.889,0.081601082
506.0563333,0.081717199
506.2293333,0.081834386
506.3936667,0.081953713
506.5626667,0.082077856
506.7316667,0.082201464
506.898,0.082327212
507.067,0.082453496
507.2363333,0.082583525
507.4063333,0.082710344
507.575,0.082836092
507.747,0.082962376
507.9193333,0.083088659
508.085,0.083218688
508.2543333,0.083354068
508.4246667,0.083489449
508.5946667,0.083632855
508.7586667,0.083771981
508.9296667,0.083910572
509.099,0.084049163
509.2703333,0.084188824
509.4376667,0.084329555
509.6066667,0.084470821
509.773,0.084611017
509.9426667,0.084753889
510.1123333,0.084897296
510.2796667,0.085042308
510.446,0.08518839
510.6146667,0.085339823
510.7836667,0.085491256
510.9523333,0.08564483
511.1236667,0.085800544
511.2903333,0.085962679
511.4633333,0.086121604
511.634,0.086279993
511.7993333,0.086437847
511.9666667,0.086597842
512.136,0.086757837
512.3073333,0.086918367
512.475,0.087079967
512.6416667,0.087246383
512.8096667,0.087413334
512.9773333,0.087581355
513.148,0.087751517
513.3143333,0.087924354
513.482,0.088100402
513.6583333,0.08827645
513.8306667,0.088454103
513.993,0.088636572
514.1646667,0.088820646
514.3303333,0.089003115
514.5026667,0.089185049
514.6746667,0.089369658
514.8403333,0.089556943
515.0133333,0.089742622
515.182,0.089928837
515.3496667,0.090118262
515.5183333,0.090306617
515.6886667,0.090497648
515.854,0.090690819
516.0246667,0.090885595
516.1903333,0.091088398
516.366,0.091291736
516.5306667,0.091495609
516.6976667,0.091699482
516.871,0.091908706
517.0426667,0.092114719
517.209,0.092320197
517.3756667,0.092530491
517.547,0.092738645
517.712,0.092950009
517.8893333,0.093162979
518.0543333,0.093379694
518.2273333,0.093600155
518.3953333,0.093820616
518.5603333,0.094041613
518.735,0.094265284
518.9013333,0.094490561
519.0706667,0.094715303
519.2356667,0.09494165
519.4076667,0.095169067
519.578,0.095402371
519.7483333,0.095635674
519.9126667,0.095870583
520.0836667,0.096107632
520.25,0.096350567
520.416,0.096592432
520.5943333,0.096833762
520.757,0.097075092
520.9226667,0.097320168
521.092,0.097565778
521.2606667,0.097811389
521.4323333,0.09805914
521.5986667,0.098312777
521.7756667,0.09856695
521.9436667,0.098822727
522.113,0.09908011
522.276,0.099348195
522.448,0.099614675
522.616,0.09988276
522.7856667,0.100152985
522.9563333,0.100429631
523.126,0.100703602
523.2923333,0.100975433
523.462,0.101245658
523.6326667,0.101515884
523.7986667,0.101788784
523.9683333,0.102063291
524.137,0.102340472
524.3073333,0.102623005
524.475,0.102908748
524.647,0.103197702
524.822,0.103488796
524.99,0.103791662
525.157,0.104090248
525.3233333,0.104389904
525.497,0.104691165
525.6676667,0.104997777
525.835,0.105303854
526.0006667,0.105610466
526.172,0.105917613
526.337,0.106229041
526.5076667,0.106540469
526.681,0.106851362
526.8463333,0.10716386
527.0133333,0.107481174
527.184,0.107799558
527.3526667,0.108120618
527.522,0.108444353
527.6903333,0.108770229
527.8616667,0.109106806
528.029,0.109440709
528.1976667,0.109775681
528.3683333,0.110113864
528.5373333,0.110456863
528.7086667,0.110799862
528.878,0.111144466
529.0456667,0.111494956
529.2146667,0.111847051
529.3853333,0.112199682
529.5573333,0.112552848
529.7213333,0.112909759
529.8926667,0.113272022
530.0616667,0.113634284
530.2316667,0.113996546
530.397,0.114359879
530.567,0.114732844
530.7366667,0.115106878
530.9023333,0.115482518
531.0733333,0.115857623
531.2426667,0.116242359
531.411,0.116624421
531.5806667,0.117007017
531.7486667,0.117391753
531.9166667,0.117782911
532.0846667,0.118175139
532.2533333,0.118570043
532.4233333,0.118968157
532.5943333,0.119376438
532.7643333,0.119780973
532.9336667,0.120187649
533.0976667,0.12059593
533.27,0.121010632
533.4416667,0.121423194
533.6053333,0.121838966
533.7766667,0.122256879
533.946,0.122682818
534.1136667,0.123108222
534.2813333,0.123533626
534.4526667,0.123962241
534.6183333,0.124403163
534.7896667,0.124841945
534.956,0.125282332
535.1253333,0.125724324
535.2963333,0.126177018
535.4653333,0.126625432
535.6353333,0.127075986
535.8013333,0.12752868
535.972,0.127987795
536.1376667,0.128447446
536.307,0.128908702
536.478,0.129372633
536.65,0.129844591
536.822,0.130312268
536.9863333,0.130781015
537.1576667,0.131252438
537.3293333,0.131727071
537.4966667,0.132201705
537.6633333,0.132679014
537.8273333,0.133159533
538.0013333,0.133648614
538.1716667,0.134136625
538.346,0.134625171
538.5136667,0.135114787
538.6826667,0.13561671
538.8533333,0.136117028
539.0236667,0.136618952
539.1866667,0.137123016
539.3596667,0.137634571
539.5266667,0.138149872
539.698,0.138665173
539.869,0.139181544
540.0353333,0.139701661
540.2046667,0.140227128
540.371,0.140752596
540.536,0.141278599
540.71,0.141810488
540.881,0.142340237
541.0456667,0.142871055
541.215,0.143404015
541.38,0.143941255
541.5493333,0.144482775
541.7183333,0.145024831
541.8866667,0.145571168
542.0593333,0.146122321
542.224,0.1466815
542.397,0.147235328
542.569,0.147789691
542.7326667,0.148347265
542.9066667,0.148906444
543.0713333,0.149464553
543.244,0.150023732
543.4116667,0.150584516
543.5776667,0.151151187
543.748,0.151719997
543.916,0.152292019
544.087,0.152867786
544.2536667,0.153451045
544.427,0.154032163
544.5983333,0.154613816
544.7606667,0.15519761
544.9303333,0.155783009
545.1023333,0.156368408
545.2696667,0.156954342
545.4373333,0.157541881
545.6056667,0.158131561
545.7766667,0.158722311
545.9476667,0.159315201
546.1163333,0.159908626
546.2813333,0.160511684
546.454,0.161113671
546.6226667,0.161717798
546.79,0.162324601
546.9576667,0.162937825
547.1313333,0.163547304
547.301,0.164155712
547.4676667,0.164764655
547.634,0.165376809
547.8063333,0.165990568
547.9743333,0.166607003
548.141,0.167225043
548.3063333,0.16785111
548.4793333,0.168475571
548.6466667,0.169100032
548.815,0.169725563
548.986,0.170358586
549.1543333,0.170988934
549.3233333,0.171619816
549.4913333,0.172250163
549.6603333,0.172884791
549.8286667,0.173518884
549.9976667,0.174153513
550.1676667,0.174788676
550.337,0.17542705
550.5033333,0.176064888
550.678,0.176704332
550.8486667,0.177343776
551.0156667,0.177986431
551.191,0.178629086
551.3543333,0.179271205
551.518,0.17991386
551.692,0.1805624
551.859,0.181209871
552.0283333,0.181858412
552.1983333,0.182508022
552.367,0.183162449
552.54,0.183816341
552.7106667,0.184468627
552.883,0.185120914
553.0526667,0.185775876
553.2153333,0.186429767
553.3896667,0.187084729
553.5533333,0.187740761
553.7253333,0.188397864
553.893,0.189055501
554.0603333,0.189712603
554.2316667,0.190369171
554.4046667,0.191026808
554.5713333,0.191687121
554.7373333,0.192347969
554.9026667,0.193010957
555.074,0.193675551
555.2416667,0.194344425
555.4116667,0.195010624
555.582,0.195676823
555.7516667,0.196343022
555.92,0.197010292
556.0923333,0.197678096
556.2643333,0.19834697
556.4286667,0.19901531
556.598,0.199684719
556.7656667,0.200353594
556.9293333,0.201022468
557.1026667,0.201691343
557.2746667,0.202362893
557.4456667,0.203034443
557.6116667,0.203705993
557.7783333,0.204378078
557.9506667,0.205053374
558.1206667,0.205726529
558.2896667,0.206400219
558.4523333,0.207074445
558.623,0.207747065
558.796,0.208420755
558.9606667,0.209093911
559.1273333,0.209767601
559.3006667,0.210441826
559.4646667,0.211117657
559.6303333,0.211792953
559.8006667,0.212469854
559.973,0.213148895
560.1406667,0.213826331
560.3096667,0.214504302
560.4813333,0.215181203
560.6473333,0.215858104
560.816,0.216533935
560.9856667,0.217209231
561.156,0.217885062
561.326,0.218562498
561.4986667,0.219241539
561.6643333,0.219921651
561.83,0.220601762
562.0046667,0.221285084
562.1706667,0.221965731
562.3386667,0.222645308
562.5,0.223324349
562.67,0.22400339
562.848,0.224682967
563.016,0.225362543
563.18,0.22604212
563.3443333,0.226720091
563.5166667,0.227398597
563.687,0.228077104
563.8546667,0.22875882
564.023,0.229438932
564.189,0.230119579
564.3616667,0.230801296
564.5296667,0.231481407
564.6983333,0.232166335
564.868,0.232849657
565.0396667,0.233532444
565.2063333,0.234215766
565.376,0.234898018
565.544,0.23558027
565.7156667,0.236262522
565.8836667,0.236945309
566.0493333,0.237625956
566.2156667,0.238308208
566.3886667,0.23899153
566.5576667,0.239675922
566.723,0.240357639
566.8876667,0.241041496
567.057,0.241726959
567.228,0.242412957
567.3966667,0.243098954
567.567,0.243785487
567.7356667,0.244470415
567.9063333,0.245155877
568.0703333,0.245839734
568.242,0.246522522
568.4136667,0.247206379
568.5796667,0.247889701
568.749,0.248573558
568.923,0.249261161
569.0846667,0.249949299
569.2576667,0.250637972
569.4236667,0.251326111
569.5926667,0.252019065
569.7616667,0.252708273
569.9276667,0.253397481
570.096,0.254087224
570.2666667,0.254775363
570.4353333,0.255465106
570.6016667,0.25615806
570.7686667,0.256851014
570.9373333,0.257546108
571.106,0.258240667
571.2786667,0.258938972
571.4456667,0.259637812
571.6116667,0.260339328
571.7873333,0.261037633
571.957,0.261735403
572.125,0.262432638
572.29,0.263129872
572.4603333,0.263828712
572.6266667,0.264529693
572.796,0.265231209
572.9643333,0.265934864
573.1313333,0.266639591
573.2963333,0.267344317
573.4673333,0.268049043
573.638,0.26875698
573.8043333,0.269463311
573.9776667,0.270170713
574.1426667,0.270877044
574.3103333,0.271584981
574.4813333,0.272293453
574.6503333,0.273000855
574.8186667,0.273707721
574.9863333,0.274416193
575.1553333,0.275125735
575.3183333,0.275835277
575.485,0.27654696
575.6536667,0.277263993
575.819,0.277982097
575.991,0.278701806
576.1613333,0.27942419
576.3266667,0.280154066
576.5,0.280877521
576.6713333,0.281598835
576.8386667,0.282320684
577.01,0.283044139
577.1743333,0.283770804
577.3466667,0.284499075
577.5156667,0.285227345
577.6866667,0.285962037
577.8523333,0.286694053
578.0173333,0.287427675
578.186,0.288160761
578.3556667,0.288894383
578.5223333,0.289627469
578.6886667,0.290361091
578.8576667,0.291095247
579.0206667,0.29183529
579.187,0.292578008
579.3573333,0.293321797
579.5296667,0.29406719
579.6953333,0.294823286
579.8666667,0.295577776
580.04,0.296331197
580.2053333,0.297085687
580.3743333,0.297845529
580.5406667,0.298603765
580.7116667,0.299364141
580.8756667,0.300128263
581.0473333,0.300895596
581.2193333,0.301660789
581.3843333,0.302425981
581.5516667,0.303190103
581.7173333,0.303957436
581.8863333,0.304726374
582.0563333,0.305498523
582.2223333,0.306273882
582.3893333,0.307051382
582.5543333,0.307835303
582.7226667,0.308618153
582.8856667,0.309404215
583.0576667,0.310192952
583.224,0.310985434
583.3983333,0.311777917
583.5686667,0.312570399
583.7363333,0.313363952
583.9016667,0.314163391
584.0713333,0.3149639
584.2373333,0.315768154
584.409,0.316575084
584.5766667,0.317387366
584.7446667,0.318199112
584.9096667,0.319014068
585.0746667,0.319832236
585.2426667,0.320660035
585.4103333,0.321486228
585.5853333,0.322312957
585.7496667,0.323140756
585.9173333,0.323978187
586.0866667,0.324814548
586.2556667,0.325653584
586.4193333,0.326495296
586.59,0.327346639
586.758,0.328196912
586.926,0.329048791
587.0933333,0.329900669
587.2616667,0.33076218
587.433,0.331622085
587.6003333,0.33248413
587.7683333,0.333348316
587.9336667,0.334221064
588.097,0.335095951
588.2696667,0.33597405
588.4343333,0.336855359
588.603,0.337751651
588.7713333,0.338643662
588.937,0.339536208
589.1026667,0.340430894
589.2736667,0.341334678
589.448,0.342237391
589.6113333,0.343143849
589.7793333,0.344054589
589.941,0.3449771
590.1116667,0.345900682
590.2773333,0.346826405
590.447,0.347756408
590.617,0.348703534
590.7816667,0.349645844
590.9523333,0.35058976
591.1166667,0.351536351
591.2886667,0.352495785
591.4566667,0.353455218
591.625,0.354417327
591.7893333,0.355382112
591.954,0.356360274
592.123,0.357336831
592.2913333,0.358316598
592.4536667,0.359298506
592.6226667,0.360294326
592.7906667,0.361288541
592.9613333,0.362287037
593.129,0.363289814
593.297,0.364308643
593.464,0.365326403
593.634,0.366346838
593.804,0.367372088
593.9703333,0.368410182
594.1376667,0.369452556
594.3056667,0.370496
594.4683333,0.37154212
594.642,0.372598941
594.8073333,0.373662719
594.9716667,0.374728103
595.1413333,0.375797767
595.3096667,0.376878668
595.4796667,0.377968131
595.6456667,0.379058664
595.8073333,0.380155083
595.9776667,0.381258458
596.1463333,0.382374141
596.3156667,0.383488753
596.4766667,0.384607646
596.6443333,0.385731355
596.8133333,0.386873258
596.9783333,0.38801516
597.1456667,0.389161879
597.3146667,0.390313948
597.4826667,0.391488492
597.6513333,0.39265822
597.815,0.393831158
597.981,0.395009447
598.15,0.396208605
598.322,0.397406693
598.482,0.398610667
598.6513333,0.399819992
598.8203333,0.401051792
598.989,0.402278775
599.158,0.403511109
599.3253333,0.40474933
599.4896667,0.406011095
599.6573333,0.407269114
599.8253333,0.408530879
599.9936667,0.409796924
600.1573333,0.411088655
600.3253333,0.412376104
600.4893333,0.41366837
600.6516667,0.414964916
600.8236667,0.416284472
600.99,0.417601887
601.155,0.418927329
601.3243333,0.420258121
601.4923333,0.421615134
601.659,0.422967866
601.8233333,0.424326484
601.9933333,0.425689917
602.159,0.427082246
602.327,0.428471365
602.4873333,0.42986744
602.655,0.431268866
602.8313333,0.432698652
602.9943333,0.434126297
603.1636667,0.435559829
603.3266667,0.436999782
603.4973333,0.438468631
603.6613333,0.439934268
603.8246667,0.441404187
603.996,0.442880527
604.1613333,0.444387902
604.329,0.445889392
604.4906667,0.447396232
604.66,0.448907888
604.8263333,0.450450046
604.9993333,0.451990062
605.1626667,0.45353543
605.332,0.455086148
605.496,0.456668973
605.6663333,0.458247517
605.8326667,0.459831947
605.9983333,0.461421192
606.1606667,0.463043614
606.3253333,0.464662291
606.4956667,0.466288458
606.6603333,0.467920512
606.8366667,0.469583066
607.0006667,0.47124134
607.167,0.47290764
607.3396667,0.474581432
607.5003333,0.476277162
607.6646667,0.477982525
607.8313333,0.479692168
607.999,0.481409838
608.1656667,0.483153727
608.3293333,0.484904038
608.5013333,0.486656489
608.6656667,0.488413221
608.832,0.490192427
608.9976667,0.491980195
609.1643333,0.493770638
609.3303333,0.495568573
609.4996667,0.497385236
609.665,0.499219557
609.8283333,0.501056019
609.9913333,0.502900507
610.1573333,0.504759978
610.3253333,0.506641389
610.4906667,0.508521729
610.6663333,0.510409025
610.8306667,0.512310234
610.9953333,0.514230706
611.1613333,0.516150643
611.326,0.518077002
611.4986667,0.520019413
611.659,0.521971992
611.8306667,0.523925105
611.9963333,0.52588571
612.158,0.527852736
612.3203333,0.529849193
612.4906667,0.531844579
612.6566667,0.533848527
612.82,0.535856756
612.9883333,0.537902442
613.1546667,0.539940636
613.3196667,0.541983646
613.4846667,0.544032543
613.6496667,0.546112475
613.817,0.548187591
613.9833333,0.550268593
614.1496667,0.552353876
614.3193333,0.55446859
614.485,0.556579023
614.65,0.558694806
614.8203333,0.560814871
614.989,0.562961691
615.1523333,0.565104229
615.3186667,0.567251584
615.4873333,0.569402684
615.651,0.57157947
615.818,0.573752509
615.982,0.575931434
616.1503333,0.578115711
616.321,0.580325672
616.491,0.582532423
616.654,0.584742384
616.8206667,0.586957697
616.9906667,0.589193343
617.1566667,0.591424173
617.325,0.593656608
617.4873333,0.595893325
617.6563333,0.598142883
617.8263333,0.600394047
617.9996667,0.602649492
618.1596667,0.604907077
618.328,0.60717804
618.502,0.609446327
618.6666667,0.611719965
618.8336667,0.613996279
619.0013333,0.61628704
619.167,0.618577267
619.3356667,0.620868563
619.501,0.623161465
619.6686667,0.625469884
619.8346667,0.627774558
620.0043333,0.630080302
620.1733333,0.632386582
620.3396667,0.634697677
620.5093333,0.637007167
620.6786667,0.639317727
620.843,0.641627216
621.011,0.643944198
621.1776667,0.646259574
621.3466667,0.64857602
621.5133333,0.650891396
621.6836667,0.653215868
621.8486667,0.655532314
622.0166667,0.657849831
622.182,0.660166277
622.352,0.662486469
622.521,0.664797564
622.6893333,0.667108659
622.86,0.669417614
623.0276667,0.671727103
623.195,0.674022681
623.363,0.676319863
623.5336667,0.67861437
623.6996667,0.680907807
623.8703333,0.683188402
624.0386667,0.685469531
624.2063333,0.68774638
624.3733333,0.690021088
624.5423333,0.692281349
624.7116667,0.69454268
624.8803333,0.69679866
625.05,0.699050359
625.2243333,0.701283864
625.3903333,0.70351737
625.559,0.70574606
625.728,0.707969934
625.9,0.710171869
626.0673333,0.712376479
626.2366667,0.714574133
626.4043333,0.716765901
626.576,0.718930379
626.7436667,0.721094857
626.9156667,0.723252378
627.0893333,0.725403478
627.254,0.727519797
627.4236667,0.729642537
627.5956667,0.731757251
627.768,0.733866078
627.94,0.73594066
628.112,0.738016311
628.2746667,0.740081795
628.4486667,0.742138718
628.6186667,0.744154438
628.7936667,0.746173904
628.9623333,0.748183738
629.1333333,0.750184476
629.297,0.752137589
629.4703333,0.754097124
629.6413333,0.756044886
629.813,0.757984087
629.9826667,0.759872989
630.151,0.761769382
630.322,0.763655073
630.495,0.765529527
630.663,0.767352611
630.8373333,0.769181046
631.007,0.770997174
631.177,0.772804205
631.3466667,0.774555586
631.5176667,0.776314994
631.6893333,0.778061024
631.8636667,0.779795282
632.0366667,0.781473889
632.2096667,0.783156777
632.376,0.784825218
632.55,0.786481886
632.7246667,0.788073272
632.8976667,0.789672685
633.0726667,0.79125765
633.244,0.792831913
633.4126667,0.794341429
633.5853333,0.795860577
633.7573333,0.797366347
633.9306667,0.79885981
634.1023333,0.800288526
634.274,0.801723663
634.4413333,0.803144352
634.614,0.804548454
634.7873333,0.80590172
634.963,0.807235189
635.137,0.808563841
635.309,0.809878581
635.484,0.811146767
635.6553333,0.812394084
635.828,0.81363712
635.999,0.814867314
636.171,0.816045068
636.3483333,0.81720998
636.519,0.818366865
636.6926667,0.819506627
636.8656667,0.820614284
637.0336667,0.821678597
637.207,0.822745585
637.3803333,0.823798126
637.555,0.824818026
637.725,0.825798864
637.8946667,0.826781842
638.0663333,0.827753582
638.2363333,0.828692682
638.4113333,0.829600211
638.584,0.8305056
638.7566667,0.831398681
638.9313333,0.832258051
639.1076667,0.833082639
639.278,0.833907228
639.451,0.834716298
639.6196667,0.835513597
639.796,0.836246683
639.969,0.836992077
640.144,0.837723558
640.313,0.838443802
640.4903333,0.839105185
640.661,0.8397762
640.832,0.840438118
641.0046667,0.841089869
641.1756667,0.841690251
641.3473333,0.842299195
641.5183333,0.842897971
641.6913333,0.843487116
641.8623333,0.844030242
642.0306667,0.844576578
642.2056667,0.845112748
642.3846667,0.845639821
642.557,0.84611927
642.723,0.846608352
642.8933333,0.847091011
643.065,0.84756618
643.239,0.848002286
643.4093333,0.848444278
643.5796667,0.848877709
643.7516667,0.849303648
643.9243333,0.84969213
644.0953333,0.850086499
644.2656667,0.850474446
644.44,0.850855972
644.613,0.851202717
644.787,0.851555882
644.9556667,0.851902627
645.127,0.852242415
645.2926667,0.852553308
645.4646667,0.852870622
645.6373333,0.853185796
645.803,0.853497224
645.9713333,0.853787248
646.147,0.854080482
646.3166667,0.854368366
646.4913333,0.854651433
646.6593333,0.854918448
646.8306667,0.855183858
646.9966667,0.855446056
647.1706667,0.855702369
647.3406667,0.855945304
647.5063333,0.856185564
647.6753333,0.856425289
647.8516667,0.856662873
648.019,0.85688922
648.188,0.857112356
648.3583333,0.857333353
648.5286667,0.857552208
648.694,0.857764643
648.8636667,0.857973332
649.03,0.858183626
649.2043333,0.858392315
649.3753333,0.858596188
649.541,0.858800061
649.711,0.859001793
649.8833333,0.859199245
650.0516667,0.85938974
650.2223333,0.859579701
650.389,0.859770196
650.5533333,0.859959086
650.727,0.860144231
650.8946667,0.86032563
651.061,0.860507028
651.2306667,0.860689497
651.3986667,0.860869826
651.5713333,0.861044268
651.7393333,0.861217641
651.9056667,0.861389943
652.074,0.861561174
652.246,0.86172759
652.4166667,0.861895612
652.584,0.862063633
652.753,0.862232189
652.9206667,0.86239914
653.0886667,0.862566627
653.2596667,0.862734113
653.4266667,0.862902669
653.5973333,0.863069085
653.767,0.863234966
653.9356667,0.863399777
654.0996667,0.863565122
654.2673333,0.863728328
654.4376667,0.863891533
654.6073333,0.864053668
654.777,0.864214198
654.942,0.864372588
655.112,0.864530442
655.279,0.864688296
655.4486667,0.864845081
655.6136667,0.86500026
655.7833333,0.865158114
655.956,0.865317038
656.1236667,0.865475428
656.295,0.865632212
656.4653333,0.865787391
656.6343333,0.86594043
656.8016667,0.866093468
656.9693333,0.866240085
657.136,0.866389913
657.3093333,0.866540276
657.4766667,0.866689569
657.6406667,0.866839397
657.8073333,0.866990295
657.9746667,0.867141193
658.147,0.867293161
658.3146667,0.867446735
658.478,0.867600844
658.6476667,0.867753882
658.8166667,0.867907456
658.9863333,0.868060494
659.1506667,0.868211927
659.3163333,0.86836336
659.4826667,0.868515329
659.6546667,0.868663551
659.8253333,0.868813379
659.9946667,0.868963742
660.1626667,0.869114105
660.329,0.869265003
660.4983333,0.869414296
660.667,0.869564659
660.837,0.869713952
661.0043333,0.869863245
661.1716667,0.870013072
661.3403333,0.87016183
661.5056667,0.870309518
661.676,0.87045881
661.8476667,0.870606498
662.0136667,0.870755256
662.1806667,0.870904548
662.3503333,0.871051701
662.5203333,0.871199923
662.6906667,0.871346006
662.859,0.871492088
663.0296667,0.871637635
663.191,0.871782112
663.3606667,0.871929264
663.5286667,0.872076417
663.6953333,0.872221964
663.8673333,0.872370721
664.032,0.872517339
664.2033333,0.872663956
664.371,0.872812178
664.543,0.872958796
664.7053333,0.873107553
664.8726667,0.873256846
665.0406667,0.873404534
665.2136667,0.873554897
665.38,0.873699909
665.549,0.873845991
665.71,0.873991538
665.881,0.87413441
666.0513333,0.874279422
666.2186667,0.874424434
666.3903333,0.874569981
666.5536667,0.874720879
666.72,0.874869101
666.892,0.875017859
667.0576667,0.875166617
667.222,0.875313234
667.3966667,0.875459316
667.5646667,0.875604863
667.7286667,0.875752016
667.8976667,0.875897563
668.0653333,0.87604525
668.234,0.876192938
668.4053333,0.876340625
668.5726667,0.876489918
668.742,0.87663707
668.913,0.876782617
669.082,0.8769287
669.2446667,0.877072106
669.415,0.877216583
669.5773333,0.877360525
669.746,0.877504467
669.914,0.877648944
670.0836667,0.877793956
670.2486667,0.877940038
670.4136667,0.878086655
670.5863333,0.878232202
670.7556667,0.878377749
670.9256667,0.878523296
671.0916667,0.878668843
671.26,0.878815461
671.427,0.878961543
671.5943333,0.87910816
671.7663333,0.879254778
671.9333333,0.87940193
672.0973333,0.879548547
672.2673333,0.879695164
672.4366667,0.879841782
672.601,0.879986794
672.771,0.880132876
672.9376667,0.880278423
673.1066667,0.880423435
673.271,0.880568447
673.4416667,0.880714529
673.61,0.880859006
673.78,0.881004553
673.95,0.881150635
674.1206667,0.881297253
674.285,0.881444405
674.4486667,0.881591557
674.6156667,0.88173978
674.7896667,0.881886932
674.9586667,0.882031944
675.1293333,0.882177491
675.2936667,0.882321433
675.4643333,0.882464305
675.629,0.882608782
675.799,0.882754864
675.968,0.882899876
676.1313333,0.883047563
676.2993333,0.883195786
676.4676667,0.883343473
676.6343333,0.883490626
676.805,0.883638848
676.9686667,0.883786001
677.1366667,0.883934223
677.3063333,0.884082446
677.4793333,0.884228528
677.647,0.88437461
677.8163333,0.884521763
677.982,0.884669985
678.1493333,0.884817673
678.3133333,0.88496536
678.481,0.885112513
678.647,0.8852602
678.8156667,0.885409493
678.9873333,0.885558786
679.159,0.885707008
679.3276667,0.885855231
679.4983333,0.886001848
679.6666667,0.886149001
679.831,0.886296153
679.995,0.88644277
680.165,0.886587247
680.3316667,0.886731189
680.4993333,0.886876736
680.669,0.887021748
680.837,0.88716676
681.0053333,0.887311772
681.1713333,0.887456784
681.3366667,0.887601796
681.5083333,0.887748413
681.6753333,0.88789396
681.8393333,0.888040043
682.007,0.888187195
682.171,0.888334347
682.3416667,0.888479894
682.516,0.888625442
682.6823333,0.888770454
682.8476667,0.888916001
683.0106667,0.889061548
683.1816667,0.889208165
683.349,0.889354782
683.5173333,0.88950354
683.684,0.889650157
683.8526667,0.889795704
684.0146667,0.889942322
684.1856667,0.890087334
684.3543333,0.89023181
684.522,0.890375752
684.6893333,0.890519159
684.8566667,0.890660425
685.0296667,0.890803297
685.1906667,0.890946704
685.361,0.89109011
685.5266667,0.891233517
685.6936667,0.891376924
685.866,0.891519795
686.037,0.891661597
686.1986667,0.891803933
686.365,0.891945199
686.5396667,0.892088071
686.7026667,0.892230407
686.8656667,0.892374884
687.0396667,0.892519361
687.2066667,0.892663303
687.3756667,0.89280671
687.5433333,0.892950116
687.7093333,0.893094593
687.8753333,0.89323693
688.0446667,0.893380336
688.2123333,0.893521603
688.379,0.893662334
688.542,0.89380467
688.709,0.893946472
688.8756667,0.894088273
689.0456667,0.894232215
689.215,0.894374552
689.3843333,0.894516353
689.5536667,0.894657619
689.7203333,0.894799421
689.8876667,0.894941222
690.0523333,0.895081953
690.2186667,0.895223219
690.387,0.89536181
690.5536667,0.895502006
690.7243333,0.895642738
690.8946667,0.895783469
691.0583333,0.895924735
691.2266667,0.896063326
691.394,0.896201382
691.5623333,0.896338902
691.726,0.896475353
691.8936667,0.896616084
692.0626667,0.896757885
692.2263333,0.896900757
692.3966667,0.897042023
692.564,0.897180614
692.7326667,0.897318669
692.9036667,0.897455655
693.0656667,0.897589965
693.2356667,0.897726415
693.4016667,0.897862331
693.575,0.897998781
693.7363333,0.898133626
693.9063333,0.898268471
694.0683333,0.898402781
694.2363333,0.898537091
694.4036667,0.898671936
694.5716667,0.898808387
694.7406667,0.898945372
694.906,0.899082358
695.074,0.899219878
695.243,0.899355794
695.408,0.899490104
695.5746667,0.899624949
695.7373333,0.899756583
695.9093333,0.899889823
696.0813333,0.900023598
696.245,0.900157373
696.4093333,0.900291683
696.5816667,0.900424387
696.7496667,0.900556557
696.9156667,0.900687656
697.0836667,0.900819291
697.2443333,0.900951461
697.4123333,0.90108256
697.5843333,0.901213124
697.751,0.901345829
697.9186667,0.901478534
698.0863333,0.901611238
698.2536667,0.901742338
698.4233333,0.901872902
698.5893333,0.902001861
698.7533333,0.902131355
698.9193333,0.902260849
699.0906667,0.902389808
699.259,0.902520908
699.4223333,0.902651472
699.592,0.902783106
699.7633333,0.902913671
699.9273333,0.903039954
700.0946667,0.903165703
700.2606667,0.903290916
700.428,0.903411313
700.599,0.903534386
700.7633333,0.903659065
700.9286667,0.903783743
701.0933333,0.903910026
701.26,0.904038985
701.4263333,0.904166874
701.597,0.904294228
701.764,0.904419976
701.9283333,0.904547865
702.0946667,0.904674684
702.2616667,0.904800432
702.4276667,0.904924575
702.596,0.905049253
702.763,0.905174467
702.9286667,0.905298075
703.0993333,0.905419542
703.267,0.905539404
703.437,0.905660872
703.6013333,0.905783945
703.7746667,0.905904342
703.9383333,0.906024205
704.1086667,0.906144067
704.2796667,0.906263394
704.4406667,0.906382186
704.6096667,0.906502049
704.776,0.906621911
704.9426667,0.906740703
705.1126667,0.906860565
705.2796667,0.906979893
705.4443333,0.90709815
705.609,0.907216942
705.7766667,0.907335199
705.9443333,0.90745185
706.1116667,0.907569572
706.2796667,0.907686759
706.445,0.907804481
706.613,0.907921668
706.7816667,0.90803939
706.9466667,0.908156041
707.1146667,0.908273228
707.2856667,0.908388275
707.4533333,0.908503321
707.6196667,0.908617832
707.7836667,0.908732344
707.954,0.90884525
708.1166667,0.908958691
708.28,0.909071597
708.452,0.909183433
708.6186667,0.909297944
708.7833333,0.90941299
708.9533333,0.909526432
709.1196667,0.909639873
709.2856667,0.909753314
709.453,0.909864079
709.62,0.90997538
709.7883333,0.910085611
709.954,0.91019156
710.124,0.910300186
710.2906667,0.910407741
710.4573333,0.910515831
710.6236667,0.910622851
710.787,0.910731476
710.954,0.910840101
711.1216667,0.910947656
711.2876667,0.911057351
711.4533333,0.911165442
711.6243333,0.911271926
711.789,0.911379481
